name,status,finance_type,url
Holly Rae Eaton,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khxwqn84ftjrbcqrt8e81zgn
Nirav Shah,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qb6h6va1w
Peter G. Violette,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zrnznr7nt
Garrett Paul Mason,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw801yf9banj
Michael Sweeny Flanagan,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0ca582k5bm
Irene Gifford,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7mp7mqf88rwddyy03947r8
Michele Meyer,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhzv5nqe1
Rebecca Lynn Flood Andrews,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km30qdyyf4sbpf6bm5qzzrn4
Todd Michael Davis,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8061te5wvw
Jason Cherry,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkhac7rafydaefcfm5t2xjg3
Michael J. Nicholson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9gjms69h
Mark Vigliotta,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7q8034emg9fjvk15q82v6n
Cory Raymond,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7sp9p3fgtv5kbpq4t939pj
Gordon Powell Street,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8095ykjga1
Michael Hobart Cunningham II,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9gv56zfmtbj2fycfrhe94f
John Robert Henkelman III,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7ztqbvn1zh
Suzanne R. Andresen,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvq8nst9d
Matthew A. Harrington,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw805y20tryt
James Lee White,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdmbj0nrhj
Shawn Leroy Lancaster,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q9jta98cn
Scott Doherty,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3xczm0f5qra85tx16bmsjt
Sean Mahoney,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsxk0cdq4
Robert Kelly,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh53mqm7f5rv5eyxxqv33444
Gail Eaton,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkf5tycyf2m80kvwmfyzbdwf
Catherine H Moore,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8079ecg1q7
Nancy Jean Theriault,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0ca9m9pbxn
Jacob Murray Wakem,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kky9j78rehzr1k7ft4aakqav
Trevor Alex Doiron,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqryby5fm
Kristin Tyra Davis,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8018qdk700
Holly Taylor Sargent,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zy0j60956
Valli D. Geiger,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8071c1k83d
Wayne K. Farrin,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyzn2skex
Tom Keefe,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjajr541ftj82wd4j6nwres6
Gordon Frohloff,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3y9dngf5dtp2qhe0rqy52x
Kimberly M. Haggan,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw802wn940m2
Karen Montell,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7pcetre5crw1e4hexef17e
Lisa Cesare,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmgt2m43fpvb84k6m6c3dd3m
Elizabeth Caruso,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0camvr8f9j
Glenn Mower,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj2vsb12f3st36yj96vafrpy
Eryn Soule,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khyhyj3vexbs3x17f5mcpq2v
David G. Haggan,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw80332jnkf9
John Reny,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zr1mj9q75
Harold Hull,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjx1zyakexy9qkgg638cymnm
"Stanley Short, Jr.",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khstq3jte6eabvk0kwh29a55
Billy Bob Faulkingham,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7rd5bjfyts6f6rnzy853jp
Benjamin Midgley,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdj35cyd8c
Guy Lebida,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khgtmd9kfw0s1d6s9cjedg49
Seven Siegel,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8373fketn8bethv06tkj8t
Deane Rykerson,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qc28b2kj0
Andrew Laverdiere,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8r7chtftysh4585hd8v35v
Tammy Schmersal-Burgess,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8028a729bm
William R Tuell,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zx37px971
Michael Lemelin,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zv2tp5t6f
Tavis Hasenfus,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km10v49nefgagt1pjbvgd2eh
Marc  Edwards,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkyffse0e8fvh0j2vb3ctmmf
Matthew Channing Townsend,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q91h3rsxa
Kelly Dearborn,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj87wf1ze3rbf1825hh632rk
Ernest Fitts IV,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knma71g1f15r9wdzdjnwb3xm
Jonathan Reed Fallon,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9098mrsm
Kati L. McCormick,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat85e79st2re6hma16hc
Amanda Heath,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh53e0fcejjbpw9eztbr958y
Shanna Cox,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806x866dvc
Rachel Talbot Ross,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh55v1jrfk5b59sqwet4m1bd
Ray Thombs,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk538am2f258a7mycmg5fcqr
Scott Craig,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjaz7wy5fd6ajftcv6qe8mbx
Jo-Jean Keller,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7kqdeser185x833nkteg5z
Leo Christopher Kenney,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0caevpcc5g
Troy Dale Jackson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdgkfvzb2g
Gino Valeriani,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9gaqh9e3ebt3y0h074kj8d
Glenn Chip Curry,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwxef8z7f
Cheryl A Golek,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw803b1rxvvz
Alicia Collins,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758q3df2kqk
Jeffrey Timberlake,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7tcd41f1kb7t96jsbjdgcs
Sean Faircloth,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbr2qcmf0eanw6xm7q5zdhp
Pamela Hart,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh9djw5feztamnr27bf24vqe
Patric Moore,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh539s4bfme84ypgj6b8a2e4
Shawn M. Dixon,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qd855tcv8
Shawn Michael Packard,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qay6t3gsa
Jennifer Lynn Poirier,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zt4th9mye
Dr. Lucien Daigle,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat85e79st2re6bc8f0jc
Stacey Kay Guerin,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbrk4k2cd
Gregory Pierce,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zzd7wchag
Cassie L. Julia,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw808v68x4xe
Janet Inger Beaudoin,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw804bxd4ct0
Stephen Wood,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7qjgq6fs88g8frphmy307k
Joel Mahaffey,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmjzhcvaem292e3fxnn9n907
"John J. Contreni, Jr",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmr1fshae20bjcrme2t7qkvw
Zachary Lejonhud,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kke1dfp9ezptmkn927b42q5y
Woodleigh H Hughes,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqqnqcm74
Matthea Elisabeth Larsen Daughtry,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qcqxfx67y
James Sorcek,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zz77h3gr7
Peter Wood,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkhg12r1ecv8813bb40k140m
Paul Welch,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khv2qkd5f7dtabfc81a4b496
"David Wayne Boyer, Jr.",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758pc2maqwk
Joseph Almand,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khyfnrn2fambsbemkrmyra84
Thomas Watson,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjg24ahxek29pkavfrcm30qw
Julia McCabe,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7nszb5ezqb46skqzqjm7fy
Thomas Hart,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knmawmxyfy2t678d7kcc60zw
Mark Walker,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcrerstc7zyxcdyxygf
Elizabeth D. Bosworth,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806vtshgkm
Reagan Paul,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0m8zjeecft3fxvsen4efr3
Scott Strom,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3n560neefs1gp9yrfe4ahe
Kevin O'Connell,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjsz03trfkqbtb08r512xc5r
Quentin Chapman,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758pqbwk2aj
Wayne Parry,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdjvg002fp
Joseph Campbell,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh52tx5dfm78jf5m1az0wggp
Eric Nathanson,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khps5zhtendbww8c5n64qcxz
Teresa S Pierce,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q99asb3k5
Sophia Warren,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khnwqzkheg1rn44spkze48rd
Lisa Pratt,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3p5h7xfsgt6n1gn650cspf
Mark C. Cooper,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q8vxx3aea
Parnell Terry,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806fxq18bw
Julie Nicole Rakic,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9m6jvq3g
Morgan Rielly,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7sxtt7fw0tvt9328wemsy2
Ryan Fecteau,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qyat4xsg
Jonathan L. Kinney,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw808wzejhqt
Lynn Copeland,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7mfdvyf58sxne2fwfn4wa2
Lisa Kalp,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0ngp4tfg09bt31pa7ectrs
Douglas A. Thomas,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qcss7qedk
Roger Albert,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmk8pzg9ece8nj7x5e4vkxsc
Jason Lewis Copp,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkckc2v4f0xa26gkkmgas14e
Margot Joly,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyd8s7xqb
Eric H Small,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qdtsf8ynm
Paul Aranson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbnbbtgf4681txwww1gwdx0
Carol Emery,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7r44mhe8c8td90np0n1b1p
Beth Seaney,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khveqr7ee5s84yway72ma1tz
Daniel Whitney,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkd3cj4ceb39k07qfg9cnmea
Devan Arnold,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmr963pqesqrryyzjgg5yg4j
Debora Farnham,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjfq1cmjf3b9m3rgheh7cqnh
Maureen AuCoin,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvfbpdmfhkrtc2cnbvvhh7f
REBECCA DOLLOFF,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjdxvxs2fksvfa3a77gv88g8
Daniel Joseph Ankeles,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvwcwrnvd
Donna Bailey,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qe088snh8
Alicia Barnes,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7aw325emnss1mkgk76stge
Janet Jamison,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjdd9jqne8raj6damtr1asmh
Brian Ames,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8h5wwzenxsm3mdk8j80eth
Barbara Anne Bagshaw,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zs70f1znk
Genevieve Lemire,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjj948ghfvz852drf972tbf4
Amanda Collamore,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjgfpadxexg90c2ek2tbxz1d
Walter Runte JR,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjeje61pf4k8etvt35jz0j17
Oliver McAvoy,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjfrekfsfzkvqvt22bfas31z
Michelle N Boyer,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw808axh1r8x
Bruce Bickford,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8037vfnx57
Thomas Lavigne,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjftsme6fc6v1t20ayc56xke
William R. Bridgeo,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zryk5a2kz
Rhiannon Hampson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjgbhk3sf908mp7dyg8h2sx6
Kirstan Watson,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjj5qyg2fbysgzatktjdzzrz
DEAN CRAY,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjfw883mfg58grpjdsqd46ee
"Earl Martin, Jr.",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjdx2kvyf4atyzbva3h17rx0
Mark Frederick Zimmer,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9w80ws99
Chad Richard Perkins,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdjyem3kpv
Pamela Jo Swift,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw807sffsaz7
Peter J. Southam,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806q8cn0vd
Steven Butterfield,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbtp46gfv59jcd5d8zvy6ag
Michael L Crabtree,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8086jz93je
Erik Hobson,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjqsh9hne1zamr8ekvtaf4np
Michael Dougherty,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmnqyzc4ebras5yrcehxzh9f
Roland Daniel Martin,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8q6d0aecfry25181tgft4v
W. Edward Crockett,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q9dtgbm5e
Kenneth Cianchette,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7qy310fp4tevqe1nefmhjt
Ethan Mongue,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khy973hyfr0tcv3xfpfs91aq
Kayla Miller,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0ymgd2ey6s6xabkr20822j
Nina A Milliken,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqz59g6j8
Kristi Mathieson,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7nk4vkfw7rjt1kn8fa3bpb
Glenn Chateauvert,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjt1fm1jf0tbexr865w91j0a
R. Melissa Winslow,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsjnkcw7h
Timothy Holland,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh50361tfnjr08p89jnx7yzq
Steven Juskewitch,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjr2jnamfmjbam6x9gz1sjr1
Lynn C Moore,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdj9x14ck9
Susan Pratt,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjx922m2ecfaarh619s32wpb
Pamela Prodan,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw801f07mckv
Dakota Dupuis,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qc75rhqq8
Amy M. Ouellette,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdjq274nba
Barbara Ann Cray,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw803cy9a74p
Matthew Rush,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjtv7x8tfhr9nytnwdmk0r8t
Stacy L. Grant,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwmspscwa
Todd Brackett,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjwr3ct3es69acm8qrgrzp5a
H. Scott Landry,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjtrwfqjff9vxac17ewp7jxz
Adam R. Lee,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdgy2aczf6
Timothy E Nangle,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qdjz1m52z
Phillip Wiseman,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp5zh3h1ecgs0qevxk6ez1xw
David H. McCrea,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8044fd19cs
"John E. Ducharme, III",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zr8s89dyy
Ryan Christopher Otis,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvvwc1r92
Dana Staples,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh530xyse9pa9c702nb29aea
Marcus Mrowka,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7ztkd1wtbg
Christopher Robert Wainwright,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw80003zr9yr
Christopher J Davis,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw805782mwdd
Rachel A. Henderson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw803hhs02x0
Patrick William Polky,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyhghg0z6
Ronald Russell,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knpsrn9cfym9w9sv39jqv06p
Donald Ardell,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjtcvk1xe0nbttq47wp378rx
Laura Danielle Supica,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcrerstc7zysajk8ex9
